ID-Produto;Produto;Categoria;Data Venda;Custo
SKU-0000229;Micro-Ondas;Eletrodomésticos;02/01/2015; R$ 120,00 
SKU-0000230;Micro-Ondas;Eletrodomésticos;02/02/2015; R$ 120,00 
SKU-0000231;Micro-Ondas;Eletrodomésticos;02/03/2015; R$ 120,00 
SKU-0000232;Micro-Ondas;Eletrodomésticos;02/04/2015; R$ 120,00 
SKU-0000233;Micro-Ondas;Eletrodomésticos;02/05/2015; R$ 120,00 
SKU-0000234;Micro-Ondas;Eletrodomésticos;02/06/2015; R$ 120,00 
SKU-0000235;Micro-Ondas;Eletrodomésticos;02/07/2015; R$ 120,00 
SKU-0000236;Micro-Ondas;Eletrodomésticos;02/08/2015; R$ 120,00 
SKU-0000237;Micro-Ondas;Eletrodomésticos;02/09/2015; R$ 120,00 
SKU-0000238;Micro-Ondas;Eletrodomésticos;02/10/2015; R$ 120,00 
SKU-0000239;Micro-Ondas;Eletrodomésticos;02/11/2015; R$ 120,00 
SKU-0000240;Micro-Ondas;Eletrodomésticos;02/12/2015; R$ 120,00 
SKU-0000241;Micro-Ondas;Eletrodomésticos;02/01/2015; R$ 120,00 
SKU-0000242;Aspirador;Eletroportáteis;02/02/2015; R$ 120,00 
SKU-0000243;Ar Condicionado;Eletrodomésticos;02/03/2015; R$ 120,00 
SKU-0000244;Aspirador;Eletroportáteis;02/04/2015; R$ 120,00 
SKU-0000245;Ar Condicionado;Eletrodomésticos;02/05/2015; R$ 120,00 
SKU-0000246;Aspirador;Eletroportáteis;02/06/2015; R$ 120,00 
SKU-0000247;Ar Condicionado;Eletrodomésticos;02/07/2015; R$ 120,00 
SKU-0000248;Aspirador;Eletroportáteis;02/08/2015; R$ 120,00 
SKU-0000249;Ar Condicionado;Eletrodomésticos;02/09/2015; R$ 120,00 
SKU-0000250;Aspirador;Eletroportáteis;02/10/2015; R$ 120,00 
SKU-0000251;Ar Condicionado;Eletrodomésticos;02/11/2015; R$ 120,00 
SKU-0000252;Aspirador;Eletroportáteis;02/12/2015; R$ 120,00 
SKU-0000253;Aspirador;Eletroportáteis;02/01/2015; R$ 120,00 
SKU-0000254;Aspirador;Eletroportáteis;02/02/2015; R$ 120,00 
SKU-0000255;Aspirador;Eletroportáteis;02/03/2015; R$ 120,00 
SKU-0000256;Aspirador;Eletroportáteis;02/04/2015; R$ 120,00 
SKU-0000257;Aspirador;Eletroportáteis;02/05/2015; R$ 120,00 
SKU-0000258;Aspirador;Eletroportáteis;02/06/2015; R$ 120,00 
SKU-0000259;Aspirador;Eletroportáteis;02/07/2015; R$ 120,00 
SKU-0000260;Aspirador;Eletroportáteis;02/08/2015; R$ 120,00 
SKU-0000261;Aspirador;Eletroportáteis;02/09/2015; R$ 120,00 
SKU-0000262;Aspirador;Eletroportáteis;02/10/2015; R$ 120,00 
SKU-0000263;Aspirador;Eletroportáteis;02/11/2015; R$ 120,00 
SKU-0000264;Aspirador;Eletroportáteis;02/12/2015; R$ 120,00 
SKU-0000265;Aspirador;Eletroportáteis;02/01/2015; R$ 120,00 
SKU-0000266;Impressora Deskjet;Eletrônicos;02/02/2015; R$ 120,00 
SKU-0000267;Impressora Deskjet;Eletrônicos;02/03/2015; R$ 120,00 
SKU-0000268;Impressora Deskjet;Eletrônicos;02/04/2015; R$ 120,00 
SKU-0000269;Impressora Deskjet;Eletrônicos;02/05/2015; R$ 120,00 
SKU-0000270;Impressora Deskjet;Eletrônicos;02/06/2015; R$ 120,00 
SKU-0000271;Impressora Deskjet;Eletrônicos;02/07/2015; R$ 120,00 
SKU-0000272;Impressora Deskjet;Eletrônicos;02/08/2015; R$ 120,00 
SKU-0000273;Impressora Deskjet;Eletrônicos;02/09/2015; R$ 120,00 
SKU-0000274;Impressora Deskjet;Eletrônicos;02/10/2015; R$ 120,00 
SKU-0000275;Impressora Deskjet;Eletrônicos;02/11/2015; R$ 120,00 
SKU-0000276;Impressora Deskjet;Eletrônicos;02/12/2015; R$ 120,00 
SKU-0000277;Impressora Deskjet;Eletrônicos;02/01/2015; R$ 120,00 
SKU-0000278;Ventilador;Eletroportáteis;02/02/2015; R$ 120,00 
SKU-0000279;Ventilador;Eletroportáteis;02/03/2015; R$ 120,00 
SKU-0000280;Ventilador;Eletroportáteis;02/04/2015; R$ 120,00 
SKU-0000281;Ventilador;Eletroportáteis;02/05/2015; R$ 120,00 
SKU-0000282;Ventilador;Eletroportáteis;02/06/2015; R$ 120,00 
SKU-0000283;Ventilador;Eletroportáteis;02/07/2015; R$ 120,00 
SKU-0000284;Ventilador;Eletroportáteis;02/08/2015; R$ 120,00 
SKU-0000285;Ventilador;Eletroportáteis;02/09/2015; R$ 120,00 
SKU-0000286;Ventilador;Eletroportáteis;02/10/2015; R$ 120,00 
SKU-0000287;Ventilador;Eletroportáteis;02/11/2015; R$ 120,00 
SKU-0000288;Ventilador;Eletroportáteis;02/12/2015; R$ 120,00 
SKU-0000289;Ventilador;Eletroportáteis;09/01/2015; R$ 120,00 
SKU-0000290;Geladeira Duplex;Eletrodomésticos;10/01/2015; R$ 120,00 
SKU-0000291;Geladeira Duplex;Eletrodomésticos;11/02/2015; R$ 120,00 
SKU-0000292;Geladeira Duplex;Eletrodomésticos;12/03/2015; R$ 120,00 
SKU-0000293;Geladeira Duplex;Eletrodomésticos;13/03/2015; R$ 120,00 
SKU-0000294;Morotola Moto G5;Celulares;14/03/2015; R$ 120,00 
SKU-0000295;Geladeira Duplex;Eletrodomésticos;15/04/2015; R$ 120,00 
SKU-0000296;Morotola Moto G5;Celulares;16/04/2015; R$ 120,00 
SKU-0000297;Geladeira Duplex;Eletrodomésticos;17/05/2015; R$ 120,00 
SKU-0000298;Geladeira Duplex;Eletrodomésticos;18/05/2015; R$ 120,00 
SKU-0000299;Geladeira Duplex;Eletrodomésticos;19/05/2015; R$ 120,00 
SKU-0000300;Geladeira Duplex;Eletrodomésticos;20/06/2015; R$ 120,00 
SKU-0000301;Geladeira Duplex;Eletrodomésticos;21/07/2015; R$ 120,00 
SKU-0000302;Morotola Moto G5;Celulares;22/07/2015; R$ 120,00 
SKU-0000303;Geladeira Duplex;Eletrodomésticos;23/09/2015; R$ 120,00 
SKU-0000304;Geladeira Duplex;Eletrodomésticos;24/10/2015; R$ 120,00 
SKU-0000305;Morotola Moto G5;Celulares;25/11/2015; R$ 120,00 
SKU-0000306;Geladeira Duplex;Eletrodomésticos;26/11/2015; R$ 120,00 
SKU-0000307;Geladeira Duplex;Eletrodomésticos;27/11/2015; R$ 120,00 
SKU-0000308;Geladeira Duplex;Eletrodomésticos;04/10/2014; R$ 120,00 
SKU-0000309;Morotola Moto G5;Celulares;04/10/2014; R$ 120,00 
SKU-0000310;Geladeira Duplex;Eletrodomésticos;01/01/2014; R$ 120,00 
SKU-0000311;Morotola Moto G5;Celulares;02/02/2014; R$ 120,00 
SKU-0000312;Morotola Moto G5;Celulares;03/03/2014; R$ 120,00 
SKU-0000313;Morotola Moto G5;Celulares;04/04/2014; R$ 120,00 
SKU-0000314;Morotola Moto G5;Celulares;04/05/2014; R$ 120,00 
SKU-0000315;Geladeira Duplex;Eletrodomésticos;04/06/2014; R$ 120,00 
SKU-0000316;Geladeira Duplex;Eletrodomésticos;04/07/2014; R$ 120,00 
SKU-0000317;Geladeira Duplex;Eletrodomésticos;04/08/2014; R$ 120,00 
SKU-0000318;Geladeira Duplex;Eletrodomésticos;04/09/2014; R$ 120,00 
SKU-0000319;Geladeira Duplex;Eletrodomésticos;04/11/2014; R$ 120,00 
SKU-0000320;Geladeira Duplex;Eletrodomésticos;04/11/2014; R$ 120,00 
SKU-0000321;Geladeira Duplex;Eletrodomésticos;04/12/2014; R$ 120,00 
SKU-0000322;Geladeira Duplex;Eletrodomésticos;04/12/2014; R$ 120,00 
SKU-0000323;Geladeira Duplex;Eletrodomésticos;02/01/2015; R$ 120,00 
SKU-0000324;Morotola Moto G5;Celulares;02/02/2015; R$ 120,00 
SKU-0000325;Morotola Moto G5;Celulares;02/03/2015; R$ 120,00 
SKU-0000326;Morotola Moto G5;Celulares;02/04/2015; R$ 120,00 
SKU-0000327;Morotola Moto G5;Celulares;02/05/2015; R$ 120,00 
SKU-0000328;Morotola Moto G5;Celulares;02/06/2015; R$ 120,00 
SKU-0000329;Morotola Moto G5;Celulares;02/07/2015; R$ 120,00 
SKU-0000330;Morotola Moto G5;Celulares;02/08/2015; R$ 120,00 
SKU-0000331;Morotola Moto G5;Celulares;02/09/2015; R$ 120,00 
SKU-0000332;Morotola Moto G5;Celulares;02/10/2015; R$ 120,00 
SKU-0000333;Morotola Moto G5;Celulares;02/11/2015; R$ 120,00 
SKU-0000334;Morotola Moto G5;Celulares;02/12/2015; R$ 120,00 
SKU-0000335;Morotola Moto G5;Celulares;02/01/2015; R$ 120,00 
SKU-0000336;Geladeira Duplex;Eletrodomésticos;02/02/2015; R$ 120,00 
SKU-0000337;Geladeira Duplex;Eletrodomésticos;02/03/2015; R$ 120,00 
SKU-0000338;Geladeira Duplex;Eletrodomésticos;02/04/2015; R$ 120,00 
SKU-0000339;Geladeira Duplex;Eletrodomésticos;02/05/2015; R$ 120,00 
SKU-0000340;Geladeira Duplex;Eletrodomésticos;02/06/2015; R$ 120,00 
SKU-0000341;Geladeira Duplex;Eletrodomésticos;02/07/2015; R$ 120,00 
SKU-0000342;Geladeira Duplex;Eletrodomésticos;02/08/2015; R$ 120,00 
SKU-0000343;Geladeira Duplex;Eletrodomésticos;02/09/2015; R$ 120,00 
SKU-0000344;Geladeira Duplex;Eletrodomésticos;02/10/2015; R$ 120,00 
SKU-0000345;Geladeira Duplex;Eletrodomésticos;02/11/2015; R$ 120,00 
SKU-0000346;Geladeira Duplex;Eletrodomésticos;02/12/2015; R$ 120,00 
SKU-0000347;Geladeira Duplex;Eletrodomésticos;01/01/2014; R$ 120,00 
SKU-0000348;Aspirador;Eletroportáteis;01/02/2014; R$ 120,00 
SKU-0000349;Aspirador;Eletroportáteis;01/03/2014; R$ 120,00 
SKU-0000350;Aspirador;Eletroportáteis;01/04/2014; R$ 120,00 
SKU-0000351;Aspirador;Eletroportáteis;01/05/2014; R$ 120,00 
SKU-0000352;Aspirador;Eletroportáteis;01/06/2014; R$ 120,00 
SKU-0000353;Aspirador;Eletroportáteis;01/07/2014; R$ 120,00 
SKU-0000354;Aspirador;Eletroportáteis;01/08/2014; R$ 120,00 
SKU-0000355;Aspirador;Eletroportáteis;01/09/2014; R$ 120,00 
SKU-0000356;Aspirador;Eletroportáteis;01/10/2014; R$ 120,00 
SKU-0000357;Aspirador;Eletroportáteis;01/11/2014; R$ 120,00 
SKU-0000358;Aspirador;Eletroportáteis;01/12/2014; R$ 120,00 
SKU-0000359;Aspirador;Eletroportáteis;02/01/2015; R$ 120,00 
SKU-0000360;Aspirador;Eletroportáteis;02/02/2015; R$ 120,00 
SKU-0000361;Aspirador;Eletroportáteis;02/03/2015; R$ 120,00 
SKU-0000362;Aspirador;Eletroportáteis;02/04/2015; R$ 120,00 
SKU-0000363;Aspirador;Eletroportáteis;02/05/2015; R$ 120,00 
SKU-0000364;Aspirador;Eletroportáteis;02/06/2015; R$ 120,00 
SKU-0000365;Aspirador;Eletroportáteis;02/07/2015; R$ 120,00 
SKU-0000366;Aspirador;Eletroportáteis;02/08/2015; R$ 120,00 
SKU-0000367;Processador de Alimentos;Eletroportáteis;02/09/2015; R$ 120,00 
SKU-0000368;Processador de Alimentos;Eletroportáteis;02/10/2015; R$ 120,00 
SKU-0000369;Processador de Alimentos;Eletroportáteis;02/11/2015; R$ 120,00 
SKU-0000370;Processador de Alimentos;Eletroportáteis;02/12/2015; R$ 120,00 
SKU-0000371;Processador de Alimentos;Eletroportáteis;01/01/2014; R$ 120,00 
SKU-0000372;Micro-Ondas;Eletrodomésticos;01/02/2014; R$ 120,00 
SKU-0000373;Micro-Ondas;Eletrodomésticos;01/03/2014; R$ 120,00 
SKU-0000374;Micro-Ondas;Eletrodomésticos;01/04/2014; R$ 120,00 
SKU-0000375;Micro-Ondas;Eletrodomésticos;01/05/2014; R$ 120,00 
SKU-0000376;Micro-Ondas;Eletrodomésticos;01/06/2014; R$ 120,00 
SKU-0000377;Micro-Ondas;Eletrodomésticos;01/07/2014; R$ 120,00 
SKU-0000378;Micro-Ondas;Eletrodomésticos;01/08/2014; R$ 120,00 
SKU-0000379;Micro-Ondas;Eletrodomésticos;01/09/2014; R$ 120,00 
SKU-0000380;Micro-Ondas;Eletrodomésticos;01/10/2014; R$ 120,00 
SKU-0000381;Micro-Ondas;Eletrodomésticos;01/11/2014; R$ 120,00 
SKU-0000382;Micro-Ondas;Eletrodomésticos;01/12/2014; R$ 120,00 
SKU-0000383;Micro-Ondas;Eletrodomésticos;02/01/2015; R$ 120,00 
SKU-0000384;Micro-Ondas;Eletrodomésticos;02/02/2015; R$ 120,00 
SKU-0000385;Micro-Ondas;Eletrodomésticos;02/03/2015; R$ 120,00 
SKU-0000386;Micro-Ondas;Eletrodomésticos;02/04/2015; R$ 120,00 
SKU-0000387;Micro-Ondas;Eletrodomésticos;02/05/2015; R$ 120,00 
SKU-0000388;Micro-Ondas;Eletrodomésticos;02/06/2015; R$ 120,00 
SKU-0000389;Micro-Ondas;Eletrodomésticos;02/07/2015; R$ 120,00 
SKU-0000390;Micro-Ondas;Eletrodomésticos;02/08/2015; R$ 120,00 
SKU-0000391;Micro-Ondas;Eletrodomésticos;02/09/2015; R$ 120,00 
SKU-0000392;Micro-Ondas;Eletrodomésticos;02/10/2015; R$ 120,00 
SKU-0000393;Micro-Ondas;Eletrodomésticos;02/11/2015; R$ 120,00 
SKU-0000394;Micro-Ondas;Eletrodomésticos;02/12/2015; R$ 120,00 
SKU-0000395;Micro-Ondas;Eletrodomésticos;02/02/2015; R$ 120,00 
SKU-0000396;Micro-Ondas;Eletrodomésticos;02/04/2015; R$ 120,00 
SKU-0000397;Micro-Ondas;Eletrodomésticos;02/05/2015; R$ 120,00 
SKU-0000398;Micro-Ondas;Eletrodomésticos;02/06/2015; R$ 120,00 
SKU-0000399;Micro-Ondas;Eletrodomésticos;02/07/2015; R$ 120,00 
SKU-0000400;Processador de Alimentos;Eletroportáteis;02/08/2015; R$ 120,00 
SKU-0000401;Ar Condicionado;Eletrodomésticos;02/09/2015; R$ 120,00 
SKU-0000402;Processador de Alimentos;Eletroportáteis;02/10/2015; R$ 120,00 
SKU-0000403;Ar Condicionado;Eletrodomésticos;02/11/2015; R$ 120,00 
SKU-0000404;Processador de Alimentos;Eletroportáteis;02/12/2015; R$ 120,00 
SKU-0000405;Processador de Alimentos;Eletroportáteis;02/01/2015; R$ 120,00 
SKU-0000406;Processador de Alimentos;Eletroportáteis;02/02/2015; R$ 120,00 
SKU-0000407;Processador de Alimentos;Eletroportáteis;02/03/2015; R$ 120,00 
SKU-0000408;Processador de Alimentos;Eletroportáteis;02/04/2015; R$ 120,00 
SKU-0000409;Processador de Alimentos;Eletroportáteis;02/05/2015; R$ 120,00 
SKU-0000410;Liquidificador;Eletroportáteis;02/06/2015; R$ 120,00 
SKU-0000411;Liquidificador;Eletroportáteis;02/07/2015; R$ 120,00 
SKU-0000412;Liquidificador;Eletroportáteis;02/08/2015; R$ 120,00 
SKU-0000413;Liquidificador;Eletroportáteis;02/09/2015; R$ 120,00 
SKU-0000414;Liquidificador;Eletroportáteis;02/10/2015; R$ 120,00 
SKU-0000415;Liquidificador;Eletroportáteis;02/11/2015; R$ 120,00 
SKU-0000416;Liquidificador;Eletroportáteis;02/12/2015; R$ 120,00 
SKU-0000417;Liquidificador;Eletroportáteis;02/01/2015; R$ 120,00 
SKU-0000418;Impressora Deskjet;Eletrônicos;02/02/2015; R$ 120,00 
SKU-0000419;Impressora Deskjet;Eletrônicos;02/03/2015; R$ 120,00 
SKU-0000420;Impressora Deskjet;Eletrônicos;02/04/2015; R$ 120,00 
SKU-0000421;Impressora Deskjet;Eletrônicos;02/05/2015; R$ 120,00 
SKU-0000422;Impressora Deskjet;Eletrônicos;02/06/2015; R$ 120,00 
SKU-0000423;Impressora Deskjet;Eletrônicos;02/07/2015; R$ 120,00 
SKU-0000424;Impressora Deskjet;Eletrônicos;02/08/2015; R$ 120,00 
SKU-0000425;Impressora Deskjet;Eletrônicos;02/09/2015; R$ 120,00 
SKU-0000426;Impressora Deskjet;Eletrônicos;02/10/2015; R$ 120,00 
SKU-0000427;Impressora Deskjet;Eletrônicos;02/11/2015; R$ 120,00 
SKU-0000428;Impressora Deskjet;Eletrônicos;02/12/2015; R$ 120,00 
SKU-0000429;Impressora Deskjet;Eletrônicos;02/01/2015; R$ 120,00 
SKU-0000430;Ventilador;Eletroportáteis;02/02/2015; R$ 120,00 
SKU-0000431;Ventilador;Eletroportáteis;02/03/2015; R$ 120,00 
SKU-0000432;Ventilador;Eletroportáteis;02/05/2015; R$ 120,00 
SKU-0000433;Ventilador;Eletroportáteis;02/07/2015; R$ 120,00 
SKU-0000434;Ventilador;Eletroportáteis;02/08/2015; R$ 120,00 
SKU-0000435;Ventilador;Eletroportáteis;02/09/2015; R$ 120,00 
SKU-0000436;Ventilador;Eletroportáteis;02/10/2015; R$ 120,00 
SKU-0000437;Ventilador;Eletroportáteis;02/11/2015; R$ 120,00 
SKU-0000438;Ventilador;Eletroportáteis;02/12/2015; R$ 120,00 
SKU-0000439;Ventilador;Eletroportáteis;09/01/2015; R$ 120,00 
SKU-0000440;Geladeira Duplex;Eletrodomésticos;10/01/2015; R$ 120,00 
SKU-0000441;Geladeira Duplex;Eletrodomésticos;11/02/2015; R$ 120,00 
SKU-0000442;Geladeira Duplex;Eletrodomésticos;12/03/2015; R$ 120,00 
SKU-0000443;Geladeira Duplex;Eletrodomésticos;13/03/2015; R$ 120,00 
SKU-0000444;Morotola Moto G5;Celulares;14/03/2015; R$ 120,00 
SKU-0000445;Geladeira Duplex;Eletrodomésticos;15/04/2015; R$ 120,00 
SKU-0000446;Morotola Moto G5;Celulares;16/04/2015; R$ 120,00 
SKU-0000447;Geladeira Duplex;Eletrodomésticos;17/05/2015; R$ 120,00 
SKU-0000448;Geladeira Duplex;Eletrodomésticos;18/05/2015; R$ 120,00 
SKU-0000449;Geladeira Duplex;Eletrodomésticos;19/05/2015; R$ 120,00 
SKU-0000450;Geladeira Duplex;Eletrodomésticos;20/06/2015; R$ 120,00 
SKU-0000451;Geladeira Duplex;Eletrodomésticos;21/07/2015; R$ 120,00 
SKU-0000452;Morotola Moto G5;Celulares;22/07/2015; R$ 120,00 
SKU-0000453;Geladeira Duplex;Eletrodomésticos;23/09/2015; R$ 120,00 
SKU-0000454;Geladeira Duplex;Eletrodomésticos;24/10/2015; R$ 120,00 
SKU-0000455;Morotola Moto G5;Celulares;25/11/2015; R$ 120,00 
SKU-0000456;Geladeira Duplex;Eletrodomésticos;26/11/2015; R$ 120,00 
SKU-0000457;Geladeira Duplex;Eletrodomésticos;27/11/2015; R$ 120,00 
